situation_number,creation_time,participant_ref,progress,reason,planned,summary,description,validity_start,validity_end,severity,condition,advice,vehicle_mode,affected_operators,affected_lines,affected_stops,affected_places,validity_start_dt,validity_end_dt,disruption_date
289217e6-6830-4718-97f9-59621a5064f2,2024-09-17T12:19:27.815Z,WYCA,open,roadworks,true,"Huddersfield Town Centre, John William Street (Kirklees)",John William Street in Huddersfield is closed is affected by works from Monday 24 November to Sunday 7 November 2027.,2025-11-24T06:00:00.000Z,2027-11-07T23:59:00.000Z,slight,unknown,"Services 384 & 385 are diverting via Ring Road to St John’s Road.

Services will not be stopping at John William Street, stop J4 (45017201) during this period.",bus,ESTS:Stotts Coaches | ESTS:Stotts Coaches,384:384 | 385:385,450017201:John William Street | 450024763:John William Street,,2025-11-24 06:00:00+00:00,2027-11-07 23:59:00+00:00,2025-11-24
f258b9b9-0c10-4e73-b4f9-830781431919,2023-11-14T14:11:10.691Z,WYCA,open,roadworks,true,"Whitehall Road, Leeds","Due to ongoing works on the cycle lane and footpath works on Whitehall Road in Leeds City Centre, service PR1 is affected from Monday 24 November until further notice.",2025-11-26T10:29:00.000Z,,slight,unknown,Service PR1 will not serve stop 45025848 Wellington N on Whitehall Road & will use a temporary stop near to Riverside Way on Whitehall Road.,bus,FLDS:First Leeds,PR1:PR1,450025848:Wellington N,,2025-11-26 10:29:00+00:00,,2025-11-26
a024f054-d739-479f-835e-92b39fed017a,2025-12-19T13:16:52Z,Cornwall,open,roadClosed,false,"Emergency Road Closure - Pendarves Street, Beacon","Road closure at Pendarves Street, Beacon",2025-11-29T00:01:00.000Z,2026-05-01T22:59:00.000Z,verySevere,unknown,"Due to an emergency road closure in Beacon buses on services 48, 49 and 49A are currently unable to access Troon and are terminating at Beacon.  

Alternative arrangements are in place for the 49S school bus to Camborne Science & International Academy.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,48:48 | 49:49 | 49A:49A | 49S:49S,0800COD40974:Bottom of Polgine Lane | 0800COD40945:Chapel Square | 0800COD40946:Chapel Square | 0800FWX38501:Grenville Estate | 0800COA15379:Grenville Gardens Stop 1 | 0800COA15380:Grenville Gardens Stop 2 | 0800COD40944:Newton Road | 0800FWZ38552:Newton Road | 0800COD40942:Pendarves Road | 0800COD40941:Pendarves Road | 0800COA15381:Polgine Lane | 0800FWX38518:Spar Shop | 0800COD40947:The Square | 0800COD40976:The Square | 0800FWX38500:The Square,,2025-11-29 00:01:00+00:00,2026-05-01 22:59:00+00:00,2025-11-29
7ca298fa-1fab-4b05-bf29-03b8e0a5a1ec,2025-12-03T13:29:04Z,Merseytravel,open,roadworks,true,Kenyons Lane (Maghull),Kenyons Lane will be closed Westbound between Park Lane and Northway from Wednesday 3 December 2025 until further notice.,2025-12-03T13:29:00.000Z,,normal,unknown,"Service 310

From Liverpool will operate as normal route to Westway (Maghull Square), then onto Northway, then continue via Northway and resume normal route to Skelmersdale (Omits Eastway, Deyes Lane, Moss Lane, Dodds Lane and Kenyons Lane).
Alternative bus stops: Westway, Maghull Central Square and Northway, near Kenyons Lane.",bus,AMSY:Arriva Merseyside,310:310,2800S55008A:Ambleside Road | 2800S55096A:Deyes Lane | 2800S55060B:Kendal Drive | 2800S55045A:Langdale Drive | 2800S55088A:Lathom Drive | 2800S55044B:Moss Lane,,2025-12-03 13:29:00+00:00,,2025-12-03
1996f1de-5ce2-41aa-848b-9e20023b7b96,2025-12-03T09:48:03Z,SYMCA,open,routeDiversion,true,"Rockingham Street and West Street, Sheffield City Centre (Sheffield)","From Sunday 7 December 2025 (At All Times)

Services that operated via carver street : 6,51,52,52a,95,120,120k and 271 will now operate via its new route of West Street, Rockingham Street and Charter Row.",2025-12-07T00:01:00.000Z,,unknown,unknown,"Services 6,51,52,52a,95,120,120k and 271 will operate via its new route of West Street, Rockingham Street and Charter Row.

The SC1 service will still serve Carver Street.",bus,SYRK:Stagecoach | SYRK:Stagecoach | TMTL:T M Travel | FSYO:First South Yorkshire | FSYO:First South Yorkshire | SYRK:Stagecoach | SYRK:Stagecoach | FSYO:First South Yorkshire | FSYO:First South Yorkshire | FSYO:First South Yorkshire | SYRK:Stagecoach | FSYO:First South Yorkshire | SPCT:South Pennine | ANTR:Andrews Coaches of Tides | ANTR:Andrews Coaches of Tides | HIPK:High Peak | HIPK:High Peak | TMTL:TM Travel,6:6 | 10:10 | 30:30 | 51:51 | 51:51 | 52:52 | 52:52 | 52a:52a | 95:95 | 120:120 | 120:120 | 120k:120k | 181:181 | 257:257 | 257a:257a | 271:271 | 271:271 | X30:X30,370027549:Durham Road/Glossop Road | 370020376:Glossop Road/Clarkson Street | 370023677:Glossop Road/Regent Terrace | 370026739:Mappin Street/Portobello Lane | 370020361:West Street/Mappin Street,,2025-12-07 00:01:00+00:00,,2025-12-07
ffc57dab-6102-405c-a631-7d74ae76a68f,2025-09-22T13:57:39Z,TfGM,open,incident,false,"Flixton Road, Urmston - Road Closure","Due to gas works on Flixton Road in Urmston, bus services are on diversion.",2025-12-16T15:18:00.000Z,2026-03-02T23:59:00.000Z,normal,unknown,Services are omitting Flixton Road (between Brook Road and Carrington Road) and Irlam Road (between Flixton Road and Woodsend Road) in both directions.,bus,BNML:Bee Network | BNDB:Bee Network | BNDB:Bee Network | BNML:Bee Network | BNML:Bee Network,756:756 | 789:789 | 795:795 | 798:798 | 799:799,1800SJ02291:Irlam Road | 1800SJ02301:Irlam Road | 1800SJ02311:Trevor Road | 1800SJ02321:Trevor Road,,2025-12-16 15:18:00+00:00,2026-03-02 23:59:00+00:00,2025-12-16
ffc57dab-6102-405c-a631-7d74ae76a68f,2025-09-22T13:57:39Z,TfGM,open,incident,false,"Flixton Road, Urmston - Road Closure","Due to gas works on Flixton Road in Urmston, bus services are on diversion.",2025-12-16T15:18:00.000Z,2026-03-02T23:59:00.000Z,normal,unknown,"Services are diverting via Bowfell Road, Moorside Road and Crofts Bank Road in both directions.",bus,BNML:Bee Network,255:255,1800SJ02331:Girls High School | 1800SJ02341:Girls High School | 1800SJ14921:Newton Road | 1800SJ02351:Princess Road | 1800SJ02361:Princess Road | 1800SJ02371:Roseneath Road | 1800SJ02381:Roseneath Road | 1800SJ02401:Urmston Station | 1800SJ02391:Urmston Station,,2025-12-16 15:18:00+00:00,2026-03-02 23:59:00+00:00,2025-12-16
85868339-416f-4cb3-b348-2ab00f76b9bf,2025-10-30T12:56:14Z,SYMCA,open,vandalism,true,Anti-Social Behaviour - Stainforth (Doncaster) - REINSTATED,"From 22 December 2025 until Further Notice (16:00 until End of Service)

Stainforth is temporarily inaccessible due to anti-social behaviour

Services 384, 384a, 387 and 387a will be subject to diversion.",2025-12-22T12:56:00.000Z,,unknown,unknown,"Service 384 and 384a Services are looping around in Barnby Dunn then divert via Thorne Road and Broadway at Dunscroft to resume service in both directions

Services to divert in both directions.",bus,FSYO:First South Yorkshire | FSYO:First South Yorkshire,384:384 | 384a:384a,370041160:Armthorpe Lane/Park Hill | 370046043:Ash Hill Road/Crookes Broom Avenue | 370046727:Ash Hill Road/Crookes Broom Avenue | 370045804:Church Road/Doncaster Road | 370045513:Church Road/Field Road | 370040553:Church Road/Field Road | 370045512:Church Road/Junction Road | 370045281:Church Road/Junction Road | 370045510:Church Road/Kingsway | 370045511:Church Road/Stanley Gardens | 370046754:Crookes Broom Lane/Broom Court | 370041106:Crookes Broom Lane/Inverness Road | 370046753:Crookes Broom Lane/Millard Avenue | 370041107:Crookes Broom Lane/Millcroft Crescent | 370046104:Crookes Broom Lane/Station Road | 370040560:Doncaster Road/Church Road | 370040559:Doncaster Road/Church Road | 370045256:Doncaster Road/Hall Lane | 370040562:Doncaster Road/Millfield Lane | 370040561:Doncaster Road/Millfield Lane | 370045972:Doncaster Road/Old Field Lane | 370045303:Main Street/Bawtry Road | 370045302:Main Street/Bawtry Road | 370045355:Stainforth Road/Brosley Avenue | 370045354:Stainforth Road/Coleridge Road | 370040523:Stainforth Road/Double Lidget | 370040522:Stainforth Road/Hall Lane | 370045773:Stainforth Road/Ling House Lane | 370045113:Stainforth Road/Talbot Avenue | 370040480:Station Road/Abbey Road | 370040483:Station Road/Ash Hill Crescent | 370045086:Station Road/Bootham Lane | 370040545:Station Road/Broadway | 370040544:Station Road/Cherry Tree Drive | 370040481:Station Road/Crookes Broom Lane | 370045509:Station Road/East Lane | 370040564:Station Road/Emerson Avenue | 370040484:Station Road/Hund Oak Drive | 370040482:Station Road/Pudding and Dip Lane | 370045508:Station Road/The Crescent | 370046653:Station Road/The Crescent | 370045085:Station Road/The Oval | 370040563:Station Road/The Oval | 370045273:Station Road/Westfield Road,,2025-12-22 12:56:00+00:00,,2025-12-22
85868339-416f-4cb3-b348-2ab00f76b9bf,2025-10-30T12:56:14Z,SYMCA,open,vandalism,true,Anti-Social Behaviour - Stainforth (Doncaster) - REINSTATED,"From 22 December 2025 until Further Notice (16:00 until End of Service)

Stainforth is temporarily inaccessible due to anti-social behaviour

Services 384, 384a, 387 and 387a will be subject to diversion.",2025-12-22T12:56:00.000Z,,unknown,unknown,"Services 387 and 387a to run normal to the end of Broadway then divert via Station Road, Epworth Road, Thorne Road in both directions",bus,FSYO:First South Yorkshire | FSYO:First South Yorkshire,387:387 | 387a:387a,370045081:Broadway/Broadwater Drive | 370045078:Broadway/Broadway Nook | 370045504:Broadway/Craven Road | 370040491:Broadway/Craven Road | 370040470:Broadway/Doncaster Road | 370045082:Broadway/Doncaster Road | 370045080:Broadway/Ingram Road | 370041086:Broadway/Norwood Road | 370040490:Broadway/Sheep Dip Lane | 370045077:Broadway/St. Lawrence Road | 370046071:Broadway/Station Road | 370045505:Broadway/The Nook | 370040554:East Lane/Coronation Road | 370041220:East Lane/Junction Road | 370040551:Emerson Avenue/East Lane | 370041219:Emerson Avenue/East Lane | 370045277:Emerson Avenue/Station Road | 370040552:Emerson Avenue/Thomas Road | 370040549:Field Road/Princess Avenue | 370045978:Kirton Lane/Ashfield Road | 370041218:Kirton Lane/Ashfields | 370045285:Kirton Lane/Bootham Lane | 370046661:Kirton Lane/Cotswold Road | 370040594:Kirton Lane/Cotswold Road | 370040542:Kirton Lane/Ellesmere Grove | 370040610:Kirton Lane/Gibbon Lane | 370040611:Kirton Lane/Gibbon Lane | 370040595:Kirton Lane/Grampian Way | 370045979:Kirton Lane/Grampian Way | 370046660:Kirton Lane/Grampian Way | 370040592:Kirton Lane/Hatfield Road | 370045286:Kirton Lane/Hugh Hill Lane | 370040543:Kirton Lane/Mayfield Avenue | 370040593:Kirton Lane/Pennine Road | 370045971:Kirton Lane/Poffinder Wood Road | 370045330:Princess Avenue/Junction Road | 370045282:Silver Street/Thorne Road | 370040547:Silver Street/Water Lane | 370045509:Station Road/East Lane | 370040564:Station Road/Emerson Avenue | 370045508:Station Road/The Crescent | 370046653:Station Road/The Crescent | 370045085:Station Road/The Oval | 370040563:Station Road/The Oval | 370040556:Thorne Road/Briars Lane | 370041233:Thorne Road/Chestnut Avenue | 370045283:Thorne Road/Coronation Road | 370040555:Thorne Road/Holme Gardens | 370046245:Thorne Road/New Park Estate | 370045855:Thorne Road/New Park Estate,,2025-12-22 12:56:00+00:00,,2025-12-22
b1dca233-5aa1-4e0c-9dbc-e0e0437a1312,2025-12-17T14:06:24Z,TfGM,open,maintenanceWork,false,Whitefield Park and Ride,"Between January and March, there will be fewer parking spaces available at Whitefield Park and Ride facility while Engineering works are carried out.",2026-01-01T01:00:00.000Z,2026-03-31T22:59:00.000Z,normal,unknown,We are sorry for any inconvenience caused.,tram,,,9400ZZMAWFD:Whitefield (Manchester Metrolink),,2026-01-01 01:00:00+00:00,2026-03-31 22:59:00+00:00,2026-01-01
708b59e8-a286-4038-890e-fbaf17ab5aeb,2025-12-29T08:33:12Z,TfGM,open,roadworks,true,"Rochdale Road, Ancoats - Bus Lane Closure","Due to highway improvement works, Rochdale Road bus lane will be closed from Thompson Street to Sudell Street/Clive Street.",2026-01-05T00:00:00.000Z,2026-02-28T23:59:00.000Z,slight,unknown,Delays are to be expected during the works. Please allow extra time to travel.,bus,BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNSM:Bee Network | BNGN:Bee Network,17:17 | 18:18 | 56:56 | 81:81 | 112:112 | 114:114 | 117:117 | 118:118 | 119:119 | 163:163,,,2026-01-05 00:00:00+00:00,2026-02-28 23:59:00+00:00,2026-01-05
fb775afd-1d73-4283-b78c-fdb23e5a20dc,2026-01-04T10:27:23Z,TfGM,open,maintenanceWork,true,"Higher Cambridge Street, Manchester - Road Closure","Due to highway works taking place, Higher Cambridge Street will be closed and bus services will operate on diversion.",2026-01-05T00:00:00.000Z,2026-02-09T23:59:00.000Z,slight,unknown,"Services will divert via Whitworth Street, Oxford Street, Oxford Road, Booth Street West and Higher Cambridge Street in both directions.",bus,BNML:Bee Network | BNML:Bee Network | BNML:Bee Network,101:101 | 102:102 | 103:103,1800SB18311:Boundary Street West | 1800SB31181:Cavendish Street | 1800SB31191:Cavendish Street | 1800SB09041:Hulme Street | 1800SB09051:Hulme Street | 1800SB12101:Oxford Road Station | 1800SB08951:Oxford Road Station,,2026-01-05 00:00:00+00:00,2026-02-09 23:59:00+00:00,2026-01-05
59c2ae66-08ce-47a3-bdee-83212068e6d5,2025-09-29T12:25:45Z,WestofEngland,open,roadworks,true,Stop closure: The Boot,"The Boot stops, Chipping Sodbury will be closed from 5 Jan until 27th Feb 2026.",2026-01-05T00:00:00.000Z,2026-02-27T00:00:00.000Z,normal,unknown,"The Boot stops, Chipping Sodbury will be closed from 5 Jan until 27 Feb 2026",bus,FBRI:First Bristol Limited | COAC:Coachstyle | SCGL:Stagecoach | SCGL:Stagecoach | TDTR:Swindon's Bus Company | TYSW:Taylors Travel | FBRI:First Bristol Limited | FBRI:First Bristol Limited,41:41 | 41:41 | 620:620 | 620:620 | C62:C62 | KLB8_Chipping_Sodbury_and_Yate:KLB8_Chipping_Sodbury_and_Yate | SB6:SB6 | Y6:Y6,0170SGP90427:The Boot | 0170SGP90428:The Boot,,2026-01-05 00:00:00+00:00,2026-02-27 00:00:00+00:00,2026-01-05
27c26713-06f9-40fd-b9e8-a5f6e466719d,2026-01-07T22:05:48Z,Cornwall,open,roadClosed,true,"Road Closure - Mitchell Hill, Truro",Road closure on Mitchell Hill in Truro,2026-01-05T06:00:00.000Z,2026-02-09T23:59:00.000Z,severe,unknown,"Due to a road closure on Mitchell Hill in Truro related to works being undertaken by Wales and West Utilities buses are unable to serve Mitchell Hill and Bodmin Road in Truro.  Buses will divert from Trafalgar Roundabout via Tregolls Road and Trevithick Road in both directions.

UPDATE 27th January 2026
Due to a further road  closure on Trevithick Road buses are diverting via Tregolls Road and Newquay Road.",bus,TFCN:Go Cornwall Bus | TFCN:Go Cornwall Bus,495:495 | 495:495,0800TRY38429:Archbishop Benson School | 0800TRY38430:Archbishop Benson School | 0800FWZ38455:Bodmin Road | 0800FWZ38457:Bodmin Road | 0800COY38610:Rising Sun | 0800COY38608:Rising Sun | 0800FWZ38458:St Austell Street,,2026-01-05 06:00:00+00:00,2026-02-09 23:59:00+00:00,2026-01-05
a58dd0c1-3f45-4fd2-859b-6a9a04d7becd,2025-12-08T07:32:18Z,WYCA,open,roadworks,true,"Bramley, Pudsey Road at Gamble Hill Drive (Leeds)",Pudsey Road at Gamble Hill Drive closed due to gas works until Monday 9 March.,2026-01-05T06:00:00.000Z,2026-03-09T23:59:00.000Z,slight,unknown,15 and 80 diverting via Henconner Lane and Butt Lane.,bus,FLDS:First Leeds | YSQU:Squarepeg,15:15 | 80:80,450010392:Community Centre | 450012904:Gamble Hill | 450012910:Gamble Hill Drive | 450012909:Gamble Hill Rise | 450012912:Greenthorpe Road | 450050083:Greenthorpe Road | 450012903:Henconner Lane Gamble Hill Dr | 450012902:Henconner Lane Gamble Hill Dr | 450010391:Queensthorpe Ave,,2026-01-05 06:00:00+00:00,2026-03-09 23:59:00+00:00,2026-01-05
a58dd0c1-3f45-4fd2-859b-6a9a04d7becd,2025-12-08T07:32:18Z,WYCA,open,roadworks,true,"Bramley, Pudsey Road at Gamble Hill Drive (Leeds)",Pudsey Road at Gamble Hill Drive closed due to gas works until Monday 9 March.,2026-01-05T06:00:00.000Z,2026-03-09T23:59:00.000Z,slight,unknown,"Services 4 and 4F towards Pudsey - a normal route to Pudsey Road then diverting via Butt Lane and Ring Road to resume a normal route from Wickes Roundabout on Ring Road Bramley.

Services 4 and 4F towards Leeds City Centre - a normal route to Wickes Roundabout then diverting via Ring Road and Butt Lane to resume a normal route on Pudsey Road",bus,FLDS:First Leeds | FLDS:First Leeds,4:4 | 4F:4F,450010393:Gamble Hill Drive | 450012759:Gamble Hill Drive | 450010396:Henconner Lane | 450010395:Henconner Lane,,2026-01-05 06:00:00+00:00,2026-03-09 23:59:00+00:00,2026-01-05
5b3c1e9d-fefd-40a7-88ee-f82173449727,2025-12-22T15:47:20Z,WestofEngland,open,unknown,true,Road Closure: Broad Weir (Eastbound),Broad Weir S12 (0100BRA10789) stop suspension,2026-01-05T07:00:00.000Z,2026-03-02T18:00:00.000Z,unknown,unknown,Broad Weir S12 will be suspended from 5 January 2026 at 7:00 until 3 March 2026 at 18:00.,bus,FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited | FBRI:First Bristol Limited,24:24 | 46:46 | 47:47 | 47x:47x | 48:48 | 48x:48x | 49:49 | 49x:49x | 50:50,0100BRA10789:Broad Weir,,2026-01-05 07:00:00+00:00,2026-03-02 18:00:00+00:00,2026-01-05
555a5cd0-3710-48c1-ab6c-a6efe11cf0cb,2025-12-06T10:12:23Z,TfGM,open,roadworks,false,"Ruskin Road, Rochdale - Roadworks","Due to roadworks on Ruskin Road, bus services are on diversion.",2026-01-05T07:30:00.000Z,2026-05-22T16:00:00.000Z,normal,unknown,Services are diverting via Hill Top Drive and Hogarth Road in both directions.,bus,BNFM:Bee Network | BNFM:Bee Network,406:406 | 434:434,1800NE49691:Great Gates Road | 1800NE32981:Hogarth Road | 1800NE49711:Kew Road | 1800NE33001:The Strand | 1800NE32991:The Strand,,2026-01-05 07:30:00+00:00,2026-05-22 16:00:00+00:00,2026-01-05
